username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,Search_Term
,11/12/2012 23:42,0,0,Latest News: Cuba Road resident injured in farm equipment accident: A Cuba Road man was reported in fair conditi... http://bit.ly/ZzjsT3 ,,,,2.68E+17,https://twitter.com/wnewsj/status/268227406672850944,Farm Equipment Accident
,11/12/2012 7:18,0,0,Amish teen dies in farm equipment mishap http://j.mp/SPXBSW  #accident #Amish #death,,,#accident #Amish #death,2.68E+17,https://twitter.com/CalicoRockMenno/status/267979682442510338,Farm Equipment Accident
,11/10/2012 20:46,1,1,@vicjackshow we pray everyday darlin'; we pray that you get hit by a bus or dismembered in a farm equipment accident. I'm prayin right now!,,@vicjackshow,,2.67E+17,https://twitter.com/Leisurist/status/267458352567689216,Farm Equipment Accident
,11/6/2012 13:35,2,0,Pendleton Co: US-220 is closed north of Ruddle due to an accident involving farm equipment overturning. Possible injuries.,,,,2.66E+17,https://twitter.com/WVDOT/status/265900220162912256,Farm Equipment Accident
,11/2/2012 16:01,0,0,"Please don't call me a Stupid ho."" I find that word very triggering due to an accident I had when I was young with some farm equipment.""",,,,2.64E+17,https://twitter.com/robodex/status/264472396914896896,Farm Equipment Accident
,10/30/2012 12:45,0,0,Accident that left teen trapped in farm equipment for four hours sparks Health and Safety Executi... http://bit.ly/XTIufG  #dereham #news,,,#dereham #news,2.63E+17,https://twitter.com/derehamtimes/status/263335940322373632,Farm Equipment Accident
,10/29/2012 23:58,0,0,@SUGASHANE43 youve officially beaten the life expectency odds of being named shane and not being involved in a fatal farm equipment accident,,@SUGASHANE43,,2.63E+17,https://twitter.com/crccronin/status/263142829587562496,Farm Equipment Accident
,10/23/2012 22:30,0,0,Farm equipment has been on all the roads today and in the news a woman died in a horse and buggy/SUV accident. Why is this where I live.,,,,2.61E+17,https://twitter.com/kanakoheart_vip/status/260946299967393792,Farm Equipment Accident
,10/14/2012 9:28,0,0,#Safety News: Man Killed in Farm Equipment Accident - YNN,,,,,,Farm Equipment Accident
,10/12/2012 15:18,0,0,Man Killed in Farm Equipment Accident: A man died today while working on farm equipment. It happened in Scottsville... http://dlvr.it/2JhKQ8 ,,,,2.57E+17,https://twitter.com/rochesternybuzz/status/256851309674766337,Farm Equipment Accident
,10/4/2012 18:26,1,0,The drive home was enlivened by a traffic accident,,,,,,Farm Equipment Accident
,9/6/2012 15:22,0,0,Watch out for farm equipment on the road! A Waterville man was injured in accident this morning after hitting a... http://fb.me/11nrkKw6L ,,,,2.44E+17,https://twitter.com/MarysvilleTweet/status/243806447073361921,Farm Equipment Accident
,8/15/2012 2:26,1,0,Man Struck And Killed In Car Accident: A person in the road directing a caravan of farm equipment is struck by a... http://bit.ly/PlrNrl ,,,,2.36E+17,https://twitter.com/WITN/status/235638535670071296,Farm Equipment Accident
,8/10/2012 7:24,0,0,Battery dead,,,,,,Farm Equipment Accident
,7/10/2012 11:19,0,0,Genoa rd just north of I-90 ~ Accident involving farm equipment. (Tractor),,,,2.23E+17,https://twitter.com/RockfordScanner/status/222726763539742722,Farm Equipment Accident
,6/30/2012 17:58,0,0,Bob Whittaker has been in an accident involving farm equipment. He has been airlifted to ST. John's. Please pray for him and his family,,,,2.19E+17,https://twitter.com/srccPrayerList/status/219203207459639296,Farm Equipment Accident
,6/12/2012 15:46,0,0,New,,,,,,Farm Equipment Accident
,6/12/2012 9:34,0,0,Marysville,,,,,,Farm Equipment Accident
,5/28/2012 5:40,1,0,Man Killed In Jessamine County Accident Involving Farm Equipment LEX18 Lexington KY News http://p.ost.im/p/etGC4K ,,,,2.07E+17,https://twitter.com/safetyphoto/status/207058818763468800,Farm Equipment Accident
,5/27/2012 22:27,1,0,Jessamine Co Sheriff and coroner say 70-yr-old John Blackford was killed in an accident involving farm equipment in a barn tonight.,,,,2.07E+17,https://twitter.com/NikkiBurdine/status/206949804545286145,Farm Equipment Accident
,4/30/2012 10:15,0,0,1 Year Old Killed Playing With Farm Equipment In Crazy Accident | http://RU-Crazy.Com  http://fb.me/1LuZuyJy2 ,,,,1.97E+17,https://twitter.com/rucrazy730/status/196981106665472001,Farm Equipment Accident
,4/17/2012 11:24,0,0,Clay County Arkansas : Clay County man dead following accident involving farm equipment - KAIT http://uxp.in/45959042 ,,,,1.92E+17,https://twitter.com/koparth/status/192287312518975488,Farm Equipment Accident
,4/6/2012 16:34,0,0,Farm Equipment Involved in 1 Injury Accident & 1 Fatal Collision on Missouri Roads Last Weekend: Our Missouri tr... http://bit.ly/HE5rHQ ,,,,1.88E+17,https://twitter.com/AaronSachsLaw/status/188379070436876288,Farm Equipment Accident
,4/6/2012 13:02,0,0,TRAFFIC ALERT: Accident with injuries on SR 68 approx 3 miles west of Poseyville IN ..2 vehicles & farm equipment involved. #tristateroads,,,#tristateroads,1.88E+17,https://twitter.com/EvansvilleWatch/status/188325826889134080,Farm Equipment Accident
,4/1/2012 14:54,0,0,Clay County man dead followin accident involvin farm equipment http://j.mp/H6KNF8  #belt #ClayCounty #Copyright #FordTaurus,,,#belt #ClayCounty #Copyright #FordTaurus,1.87E+17,https://twitter.com/ArkansasRecord/status/186542177680232448,Farm Equipment Accident
,3/20/2012 17:13,0,0,My old best friend from Ohio passed away yesterday in a farm equipment accident. He was 18. Please pray for his family. #RIPRyan,,,#RIPRyan,1.82E+17,https://twitter.com/davidihrig3/status/182228359227514880,Farm Equipment Accident
,2/15/2012 23:07,0,0,@maggiemunkee My high school librarian's cat lost all her legs in a farm equipment accident. She got around in a similar manner.,,@maggiemunkee,,1.70E+17,https://twitter.com/Vandamir/status/170011490248695808,Farm Equipment Accident
,2/13/2012 16:28,0,0,WIVT: Windsor Fatal Accident: A fatal farm equipment accident tipped off the Broome County Sheriff's Office tha... http://bit.ly/w95wWY ,,,,1.69E+17,https://twitter.com/binghamtonnews/status/169186108972871680,Farm Equipment Accident
,1/22/2012 18:12,0,0,“ @rebeccapdx: @Chris_K_Dillon cup it” // it? Have I been in a farm equipment accident?,,@rebeccapdx @Chris_K_Dillon,,1.61E+17,https://twitter.com/Chris_K_Dillon/status/161239861595086848,Farm Equipment Accident
,1/6/2012 16:49,0,0,@J_StackhouseCop *rubs your length carefully,,,,,,Farm Equipment Accident
,12/28/2011 16:33,0,0,Man killed in Clinton County farm accident - A man died in an apparent farm equipment accident in rural Goose Lake,,,,,,Farm Equipment Accident
,12/3/2011 4:42,0,0,Farm Equipment Accident Attorney John Gehlhausen http://bit.ly/ud2GWX ,,,,1.43E+17,https://twitter.com/thegetpr/status/142916518659891200,Farm Equipment Accident
,10/6/2011 9:56,0,0,@bryancallen fact214: lost his arms at age 5 in a farm equipment accident and had a cadavers legs put in place of his arms #legarmishisname,,@bryancallen,#legarmishisname,1.22E+17,https://twitter.com/ev81/status/121962140570628096,Farm Equipment Accident
,10/5/2011 1:11,0,0,"Do you think there was some kind of accident like farm equipment that killed him"" LOL""",,,,1.21E+17,https://twitter.com/poisoncupcake74/status/121467410598473728,Farm Equipment Accident
,8/30/2011 10:12,0,0,Tennessee Man Dies in Farm Equipment Accident http://bit.ly/niZw4e  . farm equipment,,,,1.09E+17,https://twitter.com/toecaptaic/status/108557684009205762,Farm Equipment Accident
,8/12/2011 14:53,0,0,@Nicole80017 clint ritche kind of retired to his ranch & then maybe 7 years ago passed away after a farm equipment accident.,,@Nicole80017,,1.02E+17,https://twitter.com/SonnyandBrenda/status/102105341461921792,Farm Equipment Accident
,8/8/2011 12:07,0,0,Tennessee Man Dies in Farm Equipment Accident: A 19-year-old Texas native died on Monday while diligently workin... http://bit.ly/r7dwvy,,,,1.01E+17,https://twitter.com/Page1Solutions/status/100614011825045504,Farm Equipment Accident
,8/4/2011 11:24,0,0,Counting the days till I hear the news of Luke Bryan dieing in a tragic farm equipment accident shooting a video. #SnarkWeek,,,#SnarkWeek,9.92E+16,https://twitter.com/KodywithaK723/status/99153721090506752,Farm Equipment Accident
,7/27/2011 0:47,0,0,Woman Killed After Accident Involving Farm Equipment #linkPittsburgh #Pittsburgh New Article: http://bit.ly/nxYEgW,,,#linkPittsburgh #Pittsburgh,9.61E+16,https://twitter.com/linkPGH/status/96094444448788481,Farm Equipment Accident
,7/26/2011 21:56,0,0,#WTAE BREAKING NEWS: Fatal accident involving farm equipment. Details NOW at 11.,,,#WTAE,9.61E+16,https://twitter.com/astockeyWTAE/status/96051197462593536,Farm Equipment Accident
,7/25/2011 22:37,0,0,Man killed in Turlock farm equipment accident http://tf.to/3vaP,,,,9.57E+16,https://twitter.com/sacramento_sun/status/95699165274836993,Farm Equipment Accident
,7/25/2011 22:32,0,0,Man killed in Turlock farm equipment accident - http://bit.ly/oMYsd0 #Turlock #California,,,#Turlock #California,9.57E+16,https://twitter.com/topix_insight/status/95697887819870209,Farm Equipment Accident
,7/25/2011 18:52,0,0,Man killed in Turlock farm equipment accident: TURLOCK - A man trying to tow farm equipment stuck in dirt was killed... http://dlvr.it/cYpFz,,,,9.56E+16,https://twitter.com/sactownbuzz/status/95642593802715136,Farm Equipment Accident
,7/20/2011 0:04,0,0,@kocksucker my accident. The ppl that died flipped and landed on farm equipment and were impaled and killed,,@kocksucker,,9.35E+16,https://twitter.com/jkoneman/status/93546828938743808,Farm Equipment Accident
,7/19/2011 15:17,0,0,@FingerLakesPR yes an accident involving a small bus or van and a piece of farm equipment...5 killed is the last I heard,,@FingerLakesPR,,9.34E+16,https://twitter.com/robinwsmith/status/93414293978087424,Farm Equipment Accident
,7/1/2011 17:39,0,0,@mpclemens steampunk farm equipment. a farm accident that leaves someone better off. #brainstorm,,@mpclemens,#brainstorm,8.69E+16,https://twitter.com/bearofroses/status/86926958897795072,Farm Equipment Accident
,6/27/2011 8:14,0,0,Farm Equipment Accident Statistics Important Information http://bit.ly/j3dL6k  important information,,,,8.53E+16,https://twitter.com/Linaguv/status/85335176976142336,Farm Equipment Accident
,6/23/2011 9:12,0,0,Kitten is recovering after farm equipment accident http://dlvr.it/XWCGT,,,,8.39E+16,https://twitter.com/LSJNews/status/83900137189019648,Farm Equipment Accident
,6/9/2011 19:45,0,0,Man killed in farm equipment accident in Pickaway County http://bit.ly/ifUnsO via http://outside.in/43113,,,,7.90E+16,https://twitter.com/43113/status/78986021722787841,Farm Equipment Accident
,5/29/2011 9:02,0,1,I know a guy who couldn’t give a fuck after a serious farm equipment accident.,,,,7.48E+16,https://twitter.com/venomjunkie2/status/74837963963502592,Farm Equipment Accident
,5/27/2011 8:08,0,0,Granville Man Killed In Farming Accident: A farm equipment accident kills a Granville farmer Thursday afternoon. http://bit.ly/jOVcmq,,,,7.41E+16,https://twitter.com/nbc4i/status/74099632111763457,Farm Equipment Accident
,5/27/2011 7:56,0,0,Granville Man Killed In Farming Accident: A farm equipment accident kills a Granville farmer Thursday afternoon. http://dlvr.it/TC3P9,,,,7.41E+16,https://twitter.com/buzzincolumbus/status/74096677765660672,Farm Equipment Accident
,5/25/2011 20:14,0,0,My neighbors daughter just was involved in a farm equipment accident and it sounds fatal..can't image what that family's going through,,,,7.36E+16,https://twitter.com/Daugherty07/status/73557683952820224,Farm Equipment Accident
,5/14/2011 15:31,0,0,#whatnottosayduringsex - It fell off in a tragic farm equipment accident... @msloulou,,@msloulou,#whatnottosayduringsex,6.95E+16,https://twitter.com/MrDulican/status/69500143522689025,Farm Equipment Accident
,5/14/2011 15:30,1,10,Am I the only one who assumes that if I can't feel a guy's dick when dry humping that it fell off in a tragic farm equipment accident?,,,,6.95E+16,https://twitter.com/msloulou/status/69499806875262976,Farm Equipment Accident
,4/13/2011 15:33,0,0,Farm Equipment Accident Leads To Hazmat Evacuation: An accident involving farm equipment leads to an evacuation ... http://bit.ly/hRyVWA,,,,5.83E+16,https://twitter.com/kmbc/status/58266623680843776,Farm Equipment Accident
,3/2/2011 14:29,0,0,News Update Man killed in farm equipment accident - ALMA — A 69-year-old rural Arcadia man died Tuesday after his cl... http://ow.ly/1bAdjN,,,,4.30E+16,https://twitter.com/LeaderTelegram/status/43045240948531200,Farm Equipment Accident
,1/21/2011 10:54,0,0,Yesterday's Lothian Barn Fire: No horses hurt,,,,,,Farm Equipment Accident
,1/14/2011 8:46,0,0,Barnett Implement fined over fatal accident: MOUNT VERNON — A Mount Vernon farm equipment company faces fines an... http://bit.ly/exvxPc,,,,2.59E+16,https://twitter.com/goskagit/status/25926634188050433,Farm Equipment Accident
,11/30/2010 9:05,0,0,Farm equipment sales look good. Floaters on Colden Pond. Skidmore man injured in auto accident. More at... http://fb.me/Mvxa4r3p,,,,9.62E+15,https://twitter.com/971TheVill/status/9624163614466048,Farm Equipment Accident
,11/13/2010 18:02,0,0,Beating farm equipment accident kid from a few years ago as the worst trauma I have EVER seen. He had no face from his eye sockets down.,,,,3.60E+15,https://twitter.com/obikink/status/3598725104533504,Farm Equipment Accident
,10/10/2010 11:52,0,0,Umatilla County Oregon : DEATH: Hermiston toddler dies in farm equipment accident - Mid Columbia Tri City Herald http://uxp.in/18449512,,,,26952873606,https://twitter.com/danzhiga/status/26952873606,Farm Equipment Accident
,10/6/2010 18:06,0,0,DEATH: Hermiston toddler dies in farm equipment accident: A 2-year-old Hermiston boy died after he got too close to... http://dlvr.it/6djrg,,,,26593700557,https://twitter.com/tricitieswanews/status/26593700557,Farm Equipment Accident
,10/6/2010 17:59,0,0,DEATH: Hermiston toddler dies in farm equipment accident: By Herald staff Irrigon A 2-year-old Hermiston boy died ... http://bit.ly/9QTE0O,,,,26593171515,https://twitter.com/Super_Duty_King/status/26593171515,Farm Equipment Accident
,8/13/2010 10:12,0,0,Post: Product Safety/ Farm Equipment Accident Attorney - John Gehlhausen http://bit.ly/dgbWc2,,,,21071659003,https://twitter.com/FarmTractors_/status/21071659003,Farm Equipment Accident
,8/3/2010 5:39,0,0,What do you think will happen from my car accident.? http://u.nu/9zkae,,,,20212254789,https://twitter.com/Farm_Equipment/status/20212254789,Farm Equipment Accident
,7/30/2010 17:43,0,0,So sorry to hear about another #farm equipment accident! It's a#dangerous#job for sure! @agville,,@agville,#farm #dangerous #job,19944964956,https://twitter.com/Megamaru/status/19944964956,Farm Equipment Accident
,7/30/2010 17:40,1,0,Police investigate fatal farm equipment accident in Urbana http://bit.ly/8XWwJq,,,,19944750616,https://twitter.com/agville/status/19944750616,Farm Equipment Accident
,7/14/2010 6:10,0,0,You can recover money for an accident involving farm equipment http://tinyurl.com/32a9cdh,,,,18511635149,https://twitter.com/PaulHinchliffe/status/18511635149,Farm Equipment Accident
,7/9/2010 21:45,0,0,Man Dies in Cabell County Farming Accident|A man working on a piece of farm equipment Friday afternoon was pinned .. http://oohja.com/xhD0k,,,,18166405036,https://twitter.com/ChinaManufBlog/status/18166405036,Farm Equipment Accident
,7/1/2010 12:21,0,0,Boy Gets $2.3 Million For Traumatic Amputation Accident By Farm Equipment. www.southfloridapersonalinjurylawyers.com,,,,17507874958,https://twitter.com/davidfuchslaw/status/17507874958,Farm Equipment Accident
,6/17/2010 8:39,0,0,A Moultrie County boy has been killed in a farm equipment accident http://is.gd/cSMxD,,,,16389423082,https://twitter.com/foxillinois/status/16389423082,Farm Equipment Accident
,6/2/2010 18:29,0,0,From @WCIA3News: Bement Man Killed in Farm Equipment Accident: A man who's worked with farm equipment... http://bit.ly/cmWPIc #chambananews,,@WCIA3News,#chambananews,15284489769,https://twitter.com/chambananews/status/15284489769,Farm Equipment Accident
,4/13/2010 0:57,0,0,@MattackTheDj idk but she looks like she got into a accident with farm equipment and ugly,,@MattackTheDj,,12089488091,https://twitter.com/Nickisnotfunny/status/12089488091,Farm Equipment Accident
,12/10/2009 0:00,0,0,Beaver County Man Dies In Farm Equipment Accident: A Beaver County man dies in a farming equipment accident in Inde... http://bit.ly/6PApQG,,,,6523413713,https://twitter.com/Afroman231/status/6523413713,Farm Equipment Accident
,11/20/2009 9:41,0,0,Inez man killed in farm accident: A 66-year-old man was crushed by a piece of farm equipment in the backyard of his... http://bit.ly/2X4j4p,,,,5892202589,https://twitter.com/texasfiredotcom/status/5892202589,Farm Equipment Accident
,11/14/2009 8:53,0,0,Wreck with farm equipment kills one: Jonesboro,,,,,,Farm Equipment Accident
,11/14/2009 0:04,0,0,Photos: Motor vehicle vs. farm equipment accident blocked Highway 151 http://bit.ly/3eFGo5,,,,5703034286,https://twitter.com/htrnews/status/5703034286,Farm Equipment Accident
,9/24/2009 23:29,0,0,Elkhart County toddler hospitalized after farm equipment accident: A toddler is in the hospital tonight after b.. http://bit.ly/MWalE,,,,4360988724,https://twitter.com/Elkhartnews/status/4360988724,Farm Equipment Accident
,7/20/2009 23:20,0,0,@punkrocker7 You only have one left toe? Freak accident with farm equipment?,,@punkrocker7,,2752195717,https://twitter.com/buchananchris/status/2752195717,Farm Equipment Accident
,7/20/2009 16:44,0,0,Six year-old dies in weekend farm equipment accident. http://bit.ly/GWZwy,,,,2746119008,https://twitter.com/skorioth/status/2746119008,Farm Equipment Accident
,7/14/2009 14:37,0,0,First responders are at the scene of a major accident on Highway 60 involving a vehicle and farm equipment outside PdS http://bit.ly/14iH0w,,,,2637540842,https://twitter.com/TheSPEagle/status/2637540842,Farm Equipment Accident
,5/29/2009 17:38,0,0,so far have seen one near-accident invoving a suburban,,,,,,Farm Equipment Accident
,5/27/2009 22:40,0,0,Local man killed in farm equipment accident - BladePlus: Local man killed in farm equipment accidentBladePlus,,,,,,Farm Equipment Accident
,5/25/2009 14:14,0,0,Emmanuel County Man Killed In Farm Equipment Accident http://ow.ly/97ES,,,,1915286896,https://twitter.com/WSAV/status/1915286896,Farm Equipment Accident
,5/19/2009 10:27,0,0,Watch out for farm equipment as farmers finally have some dry weather to get their work done! Already an accident on SR169 W of Ft Branch,,,,1848181924,https://twitter.com/wikydebramiller/status/1848181924,Farm Equipment Accident
,1/29/2009 18:20,0,0,Chris Kimball editorial w/tags: #charlie bentley,,,,,,Farm Equipment Accident
,11/12/2008 21:13,0,0,@overflowinbrain my uncle died in a horrible farm equipment accident - i never go around huge farm equipment :),,@overflowinbrain,,1003215228,https://twitter.com/tshumbie/status/1003215228,Farm Equipment Accident
